id;Name;Quant;Type;Date;Status;Province;lat;lon;;;;;;
Donetsk Oblast;БРДМ-2Л1;1;RECCE;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.450650;37.581388;;;;;;
Donetsk Oblast;Т-64БВ ОБР. 2017;1;MBT;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Donetsk Oblast;БТР-7;1;APC;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Donetsk Oblast;Т-64БВ ОБР. 2017;1;MBT;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Donetsk Oblast;Т-64БВ;1;MBT;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Donetsk Oblast;Т-64БВ;1;MBT;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
;БРДМ-2;1;RECCE;10.03.2022;CAPTURED;;;;;;;;;
Luhansk Oblast;БРДМ-2РХБ;1;RECCE;10.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.229553;38.919366;;;;;;
;БРДМ-2;1;RECCE;10.03.2022;CAPTURED;;;;;;;;;
;БРДМ-2;1;RECCE;10.03.2022;CAPTURED;;;;;;;;;
;БТР-4Е;1;APC;09.03.2022;CAPTURED;;;;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;09.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507;;;;;;
Donetsk Oblast;БРДМ-2Л1;1;RECCE;09.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.717179;37.576160;;;;;;
Kherson Oblast;9А33Б;1;AA;08.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;9А33Б;1;AA;08.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Zaporizhia Oblast;1В18;1;APC;07.03.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.755673;36.789317;;;;;;
Zaporizhia Oblast;СНАР-10;1;APC;07.03.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.755673;36.789317;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;06.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507;;;;;;
Kherson Oblast;БРДМ-2Л1;1;RECCE;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;БРДМ-2Л1;1;RECCE;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;БРДМ-2РХБ;1;RECCE;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;БРДМ-2РХБ;1;RECCE;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Donetsk Oblast;БРДМ-2;1;RECCE;05.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.461111;37.865957;;;;;;
Kherson Oblast;БТР-60ПБ;1;APC;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;Т-64БВ ОБР. 2017;1;MBT;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;РХМ;1;APC;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;БРДМ-2РХБ;1;RECCE;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;БАТ-2;1;ARV;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;МТ-ЛБ;1;APC;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;МТ-ЛБ;1;APC;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;МТ-ЛБ;1;APC;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;РХМ;1;APC;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;ППРУ-1;1;APC;05.03.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;04.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207;;;;;;
Luhansk Oblast;Т-64БВ ОБР. 2017;1;MBT;04.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.796763;39.345751;;;;;;
Donetsk Oblast;Т-64Б1;1;MBT;04.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;04.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.053756;36.347771;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;04.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.207873;36.417279;;;;;;
Luhansk Oblast;БРДМ-2Л1;1;RECCE;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.812037;39.262091;;;;;;
Luhansk Oblast;AT-105 ICV;1;APC;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.973135;39.003107;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.973135;39.003107;;;;;;
Luhansk Oblast;БТР-60ПБ;1;APC;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.973135;39.003107;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;03.03.2022;CAPTURED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.081791;36.306507;;;;;;
;БТР-4Е;1;APC;03.03.2022;CAPTURED;;;;;;;;;
Luhansk Oblast;БТР-80;1;APC;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.409282;38.162050;;;;;;
Luhansk Oblast;БТР-80;1;APC;03.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;49.409282;38.162050;;;;;;
Donetsk Oblast;Т-64БВ ОБР. 2017;1;MBT;03.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.460910;37.654170;;;;;;
;Т-64БВ ОБР. 2017;1;MBT;02.03.2022;CAPTURED;;;;;;;;;
;БТР-80;1;APC;02.03.2022;CAPTURED;;;;;;;;;
Luhansk Oblast;БРДМ-2;1;RECCE;01.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207;;;;;;
Luhansk Oblast;БРДМ-2;1;RECCE;01.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.737154;39.234207;;;;;;
;2С1;1;ARTY;01.03.2022;CAPTURED;;;;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;01.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.331244;38.856825;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;01.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.331244;38.856825;;;;;;
Luhansk Oblast;БТР-60ПБ;1;APC;01.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.331244;38.856825;;;;;;
;9П148;1;RECCE;28.02.2022;CAPTURED;;;;;;;;;
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853;;;;;;
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853;;;;;;
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853;;;;;;
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853;;;;;;
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853;;;;;;
Kyiv Oblast;Т-64БВ;1;MBT;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853;;;;;;
Kyiv Oblast;БТР-3М2;1;APC;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853;;;;;;
Kyiv Oblast;Т-72Б;1;MBT;28.02.2022;CAPTURED;КИЕВСКАЯ ОБЛАСТЬ;50.580265;30.264853;;;;;;
;БТР-60ПБ;1;APC;28.02.2022;CAPTURED;;;;;;;;;
;БТР-80;1;APC;26.02.2022;CAPTURED;;;;;;;;;
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848;;;;;;
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848;;;;;;
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;CAPTURED;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848;;;;;;
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;CAPTURED;СУМСКАЯ ОБЛАСТЬ;51.678068;33.912848;;;;;;
Donetsk Oblast;БРМ-1К;1;AIFV;24.02.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.627720;37.756461;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;24.02.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.627720;37.756461;;;;;;
Kherson Oblast;БМП-1;1;AIFV;25.02.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.455222;33.011222;;;;;;
Kherson Oblast;БМП-1;1;AIFV;25.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.455222;33.011222;;;;;;
Kherson Oblast;БМП-1;1;AIFV;26.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;БМП-1;1;AIFV;26.02.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.729306;32.689917;;;;;;
Sumy Oblast;БМП-1;1;AIFV;26.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;50.911980;34.802764;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;26.02.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.627720;37.756461;;;;;;
Kherson Oblast;БМП-1;1;AIFV;26.02.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kherson Oblast;БМП-1;1;AIFV;26.02.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.581667;32.947917;;;;;;
Kherson Oblast;БМП-1;1;AIFV;26.02.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.581667;32.947917;;;;;;
Sumy Oblast;БМП-1;1;AIFV;26.02.2022;CAPTURED;СУМСКАЯ ОБЛАСТЬ;50.911980;34.802764;;;;;;
Donetsk Oblast;БРМ-1К;1;AIFV;28.02.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.634783;37.561275;;;;;;
Donetsk Oblast;БМП-1КШ;1;AIFV;02.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Kyiv Oblast;БМП-1ТС;1;AIFV;04.03.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.467221;29.814851;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;05.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.350722;37.136139;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;06.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.514305;37.536670;;;;;;
Luhansk Oblast;БРМ-1К;1;AIFV;06.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;;;;;;
Luhansk Oblast;БМП-1;1;AIFV;06.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;;;;;;
Donetsk Oblast;БРМ-1К;1;AIFV;06.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Donetsk Oblast;БРМ-1К;1;AIFV;10.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.717179;37.576160;;;;;;
Donetsk Oblast;БМП-2;1;AIFV;11.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.594667;37.501278;;;;;;
Donetsk Oblast;БРМ-1К;1;AIFV;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.612111;37.486278;;;;;;
Donetsk Oblast;БМП-2;1;AIFV;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.611389;37.486667;;;;;;
Kyiv Oblast;БМП-1;1;AIFV;25.03.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.993000;29.770611;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.610944;37.488528;;;;;;
Donetsk Oblast;БМП-2;1;AIFV;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Donetsk Oblast;БМП-2;1;AIFV;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Luhansk Oblast;БМП-1;1;AIFV;14.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;;;;;;
Donetsk Oblast;БРМ-1К;1;AIFV;14.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Luhansk Oblast;БМП-1;1;AIFV;17.03.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;20.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.788528;37.554917;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;20.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.788528;37.554917;;;;;;
Donetsk Oblast;БРМ-1К;1;AIFV;03.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Luhansk Oblast;БМП-1;1;AIFV;25.03.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;49.282243;38.897393;;;;;;
Luhansk Oblast;БМП-1;1;AIFV;25.03.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;49.282243;38.897393;;;;;;
Zaporizhia Oblast;БМП-1;1;AIFV;25.03.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.987347;35.423455;;;;;;
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;10.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.717179;37.576160;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;11.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.598505;37.483512;;;;;;
Donetsk Oblast;БМП-2;1;AIFV;03.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.248958;37.781937;;;;;;
Kherson Oblast;БМП-1;1;AIFV;02.04.2022;CAPTURED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611373;32.719687;;;;;;
Kyiv Oblast;БМП-1;1;AIFV;02.04.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.507424;29.810188;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;01.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.941527;37.503918;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;01.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.941527;37.503918;;;;;;
Donetsk Oblast;БРМ-1К;1;AIFV;06.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;28.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;28.03.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Luhansk Oblast;БМП-1;1;AIFV;06.04.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.573905;39.307642;;;;;;
Luhansk Oblast;БМП-2;1;AIFV;25.03.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;49.282243;38.897393;;;;;;
Zaporizhia Oblast;БМП-1;1;AIFV;11.04.2022;CAPTURED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;46.987347;35.423455;;;;;;
Chernihiv Oblast;БМП-1;1;AIFV;07.03.2022;DESTROYED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.388056;31.295028;;;;;;
Chernihiv Oblast;БМП-1;1;AIFV;07.03.2022;DESTROYED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.388056;31.295028;;;;;;
Kyiv Oblast;БМП-1;1;AIFV;06.04.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.832194;30.075861;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;07.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.630781;36.982374;;;;;;
;БМП-1У;1;AIFV;09.04.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;14.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-1КШ;1;AIFV;14.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Kyiv Oblast;БМП-1;1;AIFV;09.04.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;50.450458;30.523460;;;;;;
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694;;;;;;
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694;;;;;;
Sumy Oblast;БМП-1;1;AIFV;24.02.2022;DESTROYED;СУМСКАЯ ОБЛАСТЬ;51.715806;33.871694;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;18.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;18.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БРМ-1К;1;AIFV;18.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Kyiv Oblast;БМП-1;1;AIFV;17.03.2022;DESTROYED;КИЕВСКАЯ ОБЛАСТЬ;51.017316;29.698133;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;21.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;22.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-2К;1;AIFV;22.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-2;1;AIFV;22.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;22.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Kherson Oblast;БМП-1;1;AIFV;22.04.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;46.611694;32.111750;;;;;;
Kherson Oblast;БМП-1;1;AIFV;18.04.2022;DESTROYED;ХЕРСОНСКАЯ ОБЛАСТЬ;47.236966;33.187845;;;;;;
Chernihiv Oblast;БМП-1;1;AIFV;18.04.2022;DESTROYED;ЧЕРНИГОВСКАЯ ОБЛАСТЬ;51.491512;31.298320;;;;;;
Kharkiv Oblast;БМП-2;1;AIFV;23.04.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.325917;36.156750;;;;;;
Kharkiv Oblast;БМП-2;1;AIFV;23.04.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.325917;36.156750;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;22.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;25.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;26.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;49.064820;37.819343;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;26.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;49.064820;37.819343;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;26.04.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-2;1;AIFV;28.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;49.064820;37.819343;;;;;;
Donetsk Oblast;БМП-2;1;AIFV;29.04.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.697819;36.824306;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;26.03.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-2;1;AIFV;03.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.150246;37.737003;;;;;;
Donetsk Oblast;БМП-2;1;AIFV;03.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.150246;37.737003;;;;;;
Donetsk Oblast;БМП-2;1;AIFV;02.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.962550;37.823299;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;06.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Luhansk Oblast;БМП-1;1;AIFV;06.05.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;49.049943;38.221114;;;;;;
;БМП-1;1;AIFV;06.05.2022;CAPTURED;;;;;;;;;
Luhansk Oblast;БМП-1;1;AIFV;05.05.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.764083;38.665111;;;;;;
Luhansk Oblast;БМП-1;1;AIFV;05.05.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.764083;38.665111;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;09.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Donetsk Oblast;БМП-1;1;AIFV;09.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;48.015877;37.802850;;;;;;
Luhansk Oblast;БМП-1;1;AIFV;06.05.2022;CAPTURED;ЛУГАНСКАЯ ОБЛАСТЬ;48.771338;38.619913;;;;;;
Donetsk Oblast;БТР-80;1;APC;11.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.958288;37.826937;;;;;;
Donetsk Oblast;2С3;1;ARTY;11.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;47.158730;37.548549;;;;;;
Kharkiv Oblast;БТР-4Е;1;APC;12.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;50.071325;36.784118;;;;;;
Donetsk Oblast;БТР-80;1;APC;12.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;49.153604;37.638505;;;;;;
Donetsk Oblast;БМД-2;1;AIFV;13.05.2022;DESTROYED;ДОНЕЦКАЯ ОБЛАСТЬ;48.259775;37.857800;;;;;;
;БТР-80;1;APC;14.05.2022;DESTROYED;;;;;;;;;
;БТР-7;1;APC;10.05.2022;CAPTURED;;;;;;;;;
Donetsk Oblast;БТР-4Е;1;APC;11.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.096703;37.541440;;;;;;
;Т-64БВ ОБР. 2017;1;MBT;12.05.2022;CAPTURED;;;;;;;;;
;Т-64БВ;1;MBT;13.05.2022;CAPTURED;;;;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;14.05.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.779585;38.558773;;;;;;
Luhansk Oblast;Т-64БВ;1;MBT;14.05.2022;DESTROYED;ЛУГАНСКАЯ ОБЛАСТЬ;48.779585;38.558773;;;;;;
Kharkiv Oblast;2С7;1;ARTY;14.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.987760;36.513848;;;;;;
Zaporizhia Oblast;Т-64;1;MBT;15.05.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.695278;36.562771;;;;;;
Zaporizhia Oblast;Т-64;1;MBT;15.05.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.695278;36.562771;;;;;;
Kharkiv Oblast;Т-64;1;MBT;16.05.2022;DESTROYED;ХАРЬКОВСКАЯ ОБЛАСТЬ;49.191274;37.278279;;;;;;
Donetsk Oblast;Т-64БВ;1;MBT;16.05.2022;CAPTURED;ДОНЕЦКАЯ ОБЛАСТЬ;47.497736;37.150871;;;;;;
Zaporizhia Oblast;Т-64БВ;1;MBT;15.05.2022;DESTROYED;ЗАПОРОЖСКАЯ ОБЛАСТЬ;47.695278;36.562771;;;;;;
